order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,qunatity,price
SO58070,262,1632,2013-05-15,2013-05-22,2013-05-27,2384,1,2384
SO58070,168,1632,2013-05-15,2013-05-22,2013-05-27,9,1,9
SO58070,166,1632,2013-05-15,2013-05-22,2013-05-27,5,1,5
SO58071,79,1264,2013-05-16,2013-05-23,2013-05-28,2295,1,2295
SO58071,174,1264,2013-05-16,2013-05-23,2013-05-28,22,1,22
SO58071,173,1264,2013-05-16,2013-05-23,2013-05-28,8,1,8
SO58072,79,2255,2013-05-16,2013-05-23,2013-05-28,2295,1,2295
SO58072,170,2255,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58072,176,2255,2013-05-16,2013-05-23,2013-05-28,55,1,55
SO58073,168,507,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58073,166,507,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58073,170,507,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58074,173,863,2013-05-16,2013-05-23,2013-05-28,8,1,8
SO58074,175,863,2013-05-16,2013-05-23,2013-05-28,159,1,159
SO58075,219,16981,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58075,154,16981,2013-05-16,2013-05-23,2013-05-28,24,1,24
SO58076,219,12009,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58076,176,12009,2013-05-16,2013-05-23,2013-05-28,55,1,55
SO58077,271,6717,2013-05-16,2013-05-23,2013-05-28,1701,1,1701
SO58078,271,6642,2013-05-16,2013-05-23,2013-05-28,1701,1,1701
SO58078,3,6642,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58079,270,14307,2013-05-16,2013-05-23,2013-05-28,1701,1,1701
SO58079,168,14307,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58079,166,14307,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58079,176,14307,2013-05-16,2013-05-23,2013-05-28,55,1,55
SO58080,281,11666,2013-05-16,2013-05-23,2013-05-28,565,1,565
SO58080,174,11666,2013-05-16,2013-05-23,2013-05-28,22,1,22
SO58081,177,278,2013-05-16,2013-05-23,2013-05-28,54,1,54
SO58082,218,142,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58082,7,142,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58083,172,332,2013-05-16,2013-05-23,2013-05-28,120,1,120
SO58084,219,331,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58084,8,331,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58084,9,331,2013-05-16,2013-05-23,2013-05-28,50,1,50
SO58085,227,17234,2013-05-16,2013-05-23,2013-05-28,21,1,21
SO58086,229,5951,2013-05-16,2013-05-23,2013-05-28,33,1,33
SO58086,218,5951,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58086,160,5951,2013-05-16,2013-05-23,2013-05-28,64,1,64
SO58087,229,13316,2013-05-16,2013-05-23,2013-05-28,33,1,33
SO58088,224,15288,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO58088,169,15288,2013-05-16,2013-05-23,2013-05-28,2,1,2
SO58088,173,15288,2013-05-16,2013-05-23,2013-05-28,8,1,8
SO58089,225,11041,2013-05-16,2013-05-23,2013-05-28,30,1,30
SO58089,217,11041,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58089,169,11041,2013-05-16,2013-05-23,2013-05-28,2,1,2
SO58090,217,11990,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58090,225,11990,2013-05-16,2013-05-23,2013-05-28,30,1,30
SO58090,4,11990,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58091,167,10286,2013-05-16,2013-05-23,2013-05-28,10,1,10
SO58091,166,10286,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58092,164,18072,2013-05-16,2013-05-23,2013-05-28,70,1,70
SO58093,166,15100,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58093,3,15100,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58094,166,1945,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58094,170,1945,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58095,166,5875,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58096,217,5075,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58096,3,5075,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58097,217,3484,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58097,3,3484,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58098,161,11716,2013-05-16,2013-05-23,2013-05-28,64,1,64
SO58098,174,11716,2013-05-16,2013-05-23,2013-05-28,22,1,22
SO58099,217,5601,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58099,226,5601,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58099,4,5601,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58099,11,5601,2013-05-16,2013-05-23,2013-05-28,50,1,50
SO58100,166,8364,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58101,228,8523,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO58101,218,8523,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58101,7,8523,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58102,166,1813,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58102,167,1813,2013-05-16,2013-05-23,2013-05-28,10,1,10
SO58102,7,1813,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58103,217,10024,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58103,225,10024,2013-05-16,2013-05-23,2013-05-28,30,1,30
SO58103,174,10024,2013-05-16,2013-05-23,2013-05-28,22,1,22
SO58103,7,10024,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58104,166,11797,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58104,3,11797,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58104,8,11797,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58105,228,7032,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO58106,218,12610,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58106,8,12610,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58107,219,2788,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58107,176,2788,2013-05-16,2013-05-23,2013-05-28,55,1,55
SO58108,174,2423,2013-05-16,2013-05-23,2013-05-28,22,1,22
SO58108,154,2423,2013-05-16,2013-05-23,2013-05-28,24,1,24
SO58108,7,2423,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58109,270,12379,2013-05-16,2013-05-23,2013-05-28,1701,1,1701
SO58109,218,12379,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58109,228,12379,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO58109,170,12379,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58110,78,2284,2013-05-16,2013-05-23,2013-05-28,2295,1,2295
SO58110,174,2284,2013-05-16,2013-05-23,2013-05-28,22,1,22
SO58111,75,744,2013-05-16,2013-05-23,2013-05-28,2320,1,2320
SO58112,267,6987,2013-05-16,2013-05-23,2013-05-28,1215,1,1215
SO58112,4,6987,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58113,91,8793,2013-05-16,2013-05-23,2013-05-28,2443,1,2443
SO58113,3,8793,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58114,293,16343,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58114,218,16343,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58114,227,16343,2013-05-16,2013-05-23,2013-05-28,21,1,21
SO58115,253,18307,2013-05-16,2013-05-23,2013-05-28,2384,1,2384
SO58116,75,1701,2013-05-16,2013-05-23,2013-05-28,2320,1,2320
SO58116,167,1701,2013-05-16,2013-05-23,2013-05-28,10,1,10
SO58116,166,1701,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58116,7,1701,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58117,75,1997,2013-05-16,2013-05-23,2013-05-28,2320,1,2320
SO58117,176,1997,2013-05-16,2013-05-23,2013-05-28,55,1,55
SO58118,254,13649,2013-05-16,2013-05-23,2013-05-28,742,1,742
SO58118,168,13649,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58118,166,13649,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58118,4,13649,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58119,268,12352,2013-05-16,2013-05-23,2013-05-28,1215,1,1215
SO58119,4,12352,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58120,249,14390,2013-05-16,2013-05-23,2013-05-28,1215,1,1215
SO58120,7,14390,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58120,177,14390,2013-05-16,2013-05-23,2013-05-28,54,1,54
SO58121,294,12040,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58121,227,12040,2013-05-16,2013-05-23,2013-05-28,21,1,21
SO58122,295,11094,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58122,168,11094,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58122,166,11094,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58122,4,11094,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58123,295,11901,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58124,294,14972,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58124,227,14972,2013-05-16,2013-05-23,2013-05-28,21,1,21
SO58124,218,14972,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58124,169,14972,2013-05-16,2013-05-23,2013-05-28,2,1,2
SO58125,8,12081,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58125,294,12081,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58126,97,9006,2013-05-16,2013-05-23,2013-05-28,1120,1,1120
SO58126,166,9006,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58126,168,9006,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58126,171,9006,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58127,95,12987,2013-05-16,2013-05-23,2013-05-28,1120,1,1120
SO58127,228,12987,2013-05-16,2013-05-23,2013-05-28,25,1,25
SO58127,218,12987,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58127,7,12987,2013-05-16,2013-05-23,2013-05-28,35,1,35
SO58128,273,11598,2013-05-16,2013-05-23,2013-05-28,540,1,540
SO58128,218,11598,2013-05-16,2013-05-23,2013-05-28,4,1,4
SO58128,227,11598,2013-05-16,2013-05-23,2013-05-28,21,1,21
SO58128,12,11598,2013-05-16,2013-05-23,2013-05-28,50,1,50
SO58129,263,13159,2013-05-16,2013-05-23,2013-05-28,2384,1,2384
SO58129,168,13159,2013-05-16,2013-05-23,2013-05-28,9,1,9
SO58129,166,13159,2013-05-16,2013-05-23,2013-05-28,5,1,5
SO58130,79,3715,2013-05-17,2013-05-24,2013-05-29,2295,1,2295
SO58130,7,3715,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58130,11,3715,2013-05-17,2013-05-24,2013-05-29,50,1,50
SO58131,76,2824,2013-05-17,2013-05-24,2013-05-29,2320,1,2320
SO58131,176,2824,2013-05-17,2013-05-24,2013-05-29,55,1,55
SO58132,224,1245,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58132,217,1245,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58132,7,1245,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58133,218,3683,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58133,228,3683,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58133,4,3683,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58133,156,3683,2013-05-17,2013-05-24,2013-05-29,24,1,24
SO58134,174,12104,2013-05-17,2013-05-24,2013-05-29,22,1,22
SO58134,162,12104,2013-05-17,2013-05-24,2013-05-29,64,1,64
SO58135,226,15786,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58135,217,15786,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58135,7,15786,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58136,227,7448,2013-05-17,2013-05-24,2013-05-29,21,1,21
SO58137,9,3230,2013-05-17,2013-05-24,2013-05-29,50,1,50
SO58138,218,5699,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58138,229,5699,2013-05-17,2013-05-24,2013-05-29,33,1,33
SO58138,169,5699,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58138,175,5699,2013-05-17,2013-05-24,2013-05-29,159,1,159
SO58139,272,9860,2013-05-17,2013-05-24,2013-05-29,1701,1,1701
SO58139,228,9860,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58140,271,10105,2013-05-17,2013-05-24,2013-05-29,1701,1,1701
SO58140,228,10105,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58140,218,10105,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58140,180,10105,2013-05-17,2013-05-24,2013-05-29,54,1,54
SO58141,76,2258,2013-05-17,2013-05-24,2013-05-29,2320,1,2320
SO58141,226,2258,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58141,217,2258,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58141,8,2258,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58141,4,2258,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58142,177,703,2013-05-17,2013-05-24,2013-05-29,54,1,54
SO58143,169,313,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58144,218,508,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58144,8,508,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58145,224,9765,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58145,155,9765,2013-05-17,2013-05-24,2013-05-29,24,1,24
SO58146,230,186,2013-05-17,2013-05-24,2013-05-29,29,1,29
SO58146,219,186,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58146,168,186,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58147,225,7926,2013-05-17,2013-05-24,2013-05-29,30,1,30
SO58147,217,7926,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58147,169,7926,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58147,173,7926,2013-05-17,2013-05-24,2013-05-29,8,1,8
SO58148,225,8752,2013-05-17,2013-05-24,2013-05-29,30,1,30
SO58148,169,8752,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58149,225,11281,2013-05-17,2013-05-24,2013-05-29,30,1,30
SO58149,169,11281,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58150,225,11192,2013-05-17,2013-05-24,2013-05-29,30,1,30
SO58150,217,11192,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58150,4,11192,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58150,155,11192,2013-05-17,2013-05-24,2013-05-29,24,1,24
SO58151,167,2475,2013-05-17,2013-05-24,2013-05-29,10,1,10
SO58151,166,2475,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58152,166,1946,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58152,167,1946,2013-05-17,2013-05-24,2013-05-29,10,1,10
SO58152,4,1946,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58153,167,9762,2013-05-17,2013-05-24,2013-05-29,10,1,10
SO58153,166,9762,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58153,173,9762,2013-05-17,2013-05-24,2013-05-29,8,1,8
SO58154,164,8656,2013-05-17,2013-05-24,2013-05-29,70,1,70
SO58154,12,8656,2013-05-17,2013-05-24,2013-05-29,50,1,50
SO58154,8,8656,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58155,166,5797,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58155,10,5797,2013-05-17,2013-05-24,2013-05-29,50,1,50
SO58156,166,13731,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58156,3,13731,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58157,217,5504,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58158,174,8015,2013-05-17,2013-05-24,2013-05-29,22,1,22
SO58158,8,8015,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58159,228,6876,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58160,228,6878,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58160,218,6878,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58160,175,6878,2013-05-17,2013-05-24,2013-05-29,159,1,159
SO58161,180,472,2013-05-17,2013-05-24,2013-05-29,54,1,54
SO58162,218,8524,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58162,228,8524,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58162,169,8524,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58163,227,11436,2013-05-17,2013-05-24,2013-05-29,21,1,21
SO58163,169,11436,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58164,225,6752,2013-05-17,2013-05-24,2013-05-29,30,1,30
SO58164,160,6752,2013-05-17,2013-05-24,2013-05-29,64,1,64
SO58165,227,18428,2013-05-17,2013-05-24,2013-05-29,21,1,21
SO58166,219,2510,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58166,230,2510,2013-05-17,2013-05-24,2013-05-29,29,1,29
SO58167,219,2502,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58167,3,2502,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58168,226,645,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58168,217,645,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58169,226,3092,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58169,217,3092,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58169,169,3092,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58170,226,1971,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58170,174,1971,2013-05-17,2013-05-24,2013-05-29,22,1,22
SO58170,3,1971,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58170,11,1971,2013-05-17,2013-05-24,2013-05-29,50,1,50
SO58171,217,721,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58171,226,721,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58171,167,721,2013-05-17,2013-05-24,2013-05-29,10,1,10
SO58171,166,721,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58171,8,721,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58172,8,1657,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58173,226,2718,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58173,217,2718,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58173,7,2718,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58174,281,8143,2013-05-17,2013-05-24,2013-05-29,565,1,565
SO58174,177,8143,2013-05-17,2013-05-24,2013-05-29,54,1,54
SO58175,282,8165,2013-05-17,2013-05-24,2013-05-29,565,1,565
SO58175,224,8165,2013-05-17,2013-05-24,2013-05-29,25,1,25
SO58175,217,8165,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58175,7,8165,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58176,279,3339,2013-05-17,2013-05-24,2013-05-29,769,1,769
SO58176,217,3339,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58176,225,3339,2013-05-17,2013-05-24,2013-05-29,30,1,30
SO58176,174,3339,2013-05-17,2013-05-24,2013-05-29,22,1,22
SO58176,169,3339,2013-05-17,2013-05-24,2013-05-29,2,1,2
SO58177,76,2288,2013-05-17,2013-05-24,2013-05-29,2320,1,2320
SO58178,75,3437,2013-05-17,2013-05-24,2013-05-29,2320,1,2320
SO58178,174,3437,2013-05-17,2013-05-24,2013-05-29,22,1,22
SO58178,167,3437,2013-05-17,2013-05-24,2013-05-29,10,1,10
SO58178,166,3437,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58179,79,2315,2013-05-17,2013-05-24,2013-05-29,2295,1,2295
SO58179,174,2315,2013-05-17,2013-05-24,2013-05-29,22,1,22
SO58179,4,2315,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58179,10,2315,2013-05-17,2013-05-24,2013-05-29,50,1,50
SO58179,8,2315,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58180,255,9723,2013-05-17,2013-05-24,2013-05-29,742,1,742
SO58180,230,9723,2013-05-17,2013-05-24,2013-05-29,29,1,29
SO58180,219,9723,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58181,276,6050,2013-05-17,2013-05-24,2013-05-29,769,1,769
SO58182,253,18311,2013-05-17,2013-05-24,2013-05-29,2384,1,2384
SO58182,4,18311,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58183,75,2079,2013-05-17,2013-05-24,2013-05-29,2320,1,2320
SO58183,226,2079,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58183,217,2079,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58184,254,8208,2013-05-17,2013-05-24,2013-05-29,742,1,742
SO58184,166,8208,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58184,168,8208,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58184,4,8208,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58185,262,14164,2013-05-17,2013-05-24,2013-05-29,2384,1,2384
SO58185,168,14164,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58185,166,14164,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58185,4,14164,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58186,295,11114,2013-05-17,2013-05-24,2013-05-29,540,1,540
SO58186,168,11114,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58186,166,11114,2013-05-17,2013-05-24,2013-05-29,5,1,5
SO58186,7,11114,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58187,93,9110,2013-05-17,2013-05-24,2013-05-29,1120,1,1120
SO58187,3,9110,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58188,273,15220,2013-05-17,2013-05-24,2013-05-29,540,1,540
SO58188,227,15220,2013-05-17,2013-05-24,2013-05-29,21,1,21
SO58188,8,15220,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58189,295,5581,2013-05-17,2013-05-24,2013-05-29,540,1,540
SO58189,227,5581,2013-05-17,2013-05-24,2013-05-29,21,1,21
SO58189,218,5581,2013-05-17,2013-05-24,2013-05-29,4,1,4
SO58189,4,5581,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58190,8,4933,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58190,263,4933,2013-05-17,2013-05-24,2013-05-29,2384,1,2384
SO58191,264,17416,2013-05-17,2013-05-24,2013-05-29,2384,1,2384
SO58191,8,17416,2013-05-17,2013-05-24,2013-05-29,9,1,9
SO58191,4,17416,2013-05-17,2013-05-24,2013-05-29,35,1,35
SO58192,95,13362,2013-05-18,2013-05-25,2013-05-30,1120,1,1120
SO58192,3,13362,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58192,178,13362,2013-05-18,2013-05-25,2013-05-30,54,1,54
SO58193,79,2409,2013-05-18,2013-05-25,2013-05-30,2295,1,2295
SO58193,226,2409,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58193,217,2409,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58193,166,2409,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58193,167,2409,2013-05-18,2013-05-25,2013-05-30,10,1,10
SO58194,75,1272,2013-05-18,2013-05-25,2013-05-30,2320,1,2320
SO58194,167,1272,2013-05-18,2013-05-25,2013-05-30,10,1,10
SO58194,166,1272,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58194,173,1272,2013-05-18,2013-05-25,2013-05-30,8,1,8
SO58195,77,2260,2013-05-18,2013-05-25,2013-05-30,2320,1,2320
SO58195,174,2260,2013-05-18,2013-05-25,2013-05-30,22,1,22
SO58195,166,2260,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58195,167,2260,2013-05-18,2013-05-25,2013-05-30,10,1,10
SO58195,3,2260,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58195,8,2260,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58196,80,2253,2013-05-18,2013-05-25,2013-05-30,2295,1,2295
SO58196,7,2253,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58197,174,6347,2013-05-18,2013-05-25,2013-05-30,22,1,22
SO58197,3,6347,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58198,164,16521,2013-05-18,2013-05-25,2013-05-30,70,1,70
SO58198,171,16521,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58199,230,8584,2013-05-18,2013-05-25,2013-05-30,29,1,29
SO58199,219,8584,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58199,176,8584,2013-05-18,2013-05-25,2013-05-30,55,1,55
SO58199,170,8584,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58200,230,8567,2013-05-18,2013-05-25,2013-05-30,29,1,29
SO58200,219,8567,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58200,3,8567,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58201,230,15715,2013-05-18,2013-05-25,2013-05-30,29,1,29
SO58201,219,15715,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58201,169,15715,2013-05-18,2013-05-25,2013-05-30,2,1,2
SO58202,224,288,2013-05-18,2013-05-25,2013-05-30,25,1,25
SO58202,217,288,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58202,7,288,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58203,230,16248,2013-05-18,2013-05-25,2013-05-30,29,1,29
SO58203,219,16248,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58203,4,16248,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58204,219,16611,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58204,230,16611,2013-05-18,2013-05-25,2013-05-30,29,1,29
SO58204,168,16611,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58205,224,15063,2013-05-18,2013-05-25,2013-05-30,25,1,25
SO58205,154,15063,2013-05-18,2013-05-25,2013-05-30,24,1,24
SO58206,230,15557,2013-05-18,2013-05-25,2013-05-30,29,1,29
SO58206,219,15557,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58206,169,15557,2013-05-18,2013-05-25,2013-05-30,2,1,2
SO58207,229,13314,2013-05-18,2013-05-25,2013-05-30,33,1,33
SO58207,218,13314,2013-05-18,2013-05-25,2013-05-30,4,1,4
SO58207,170,13314,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58208,217,1431,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58208,225,1431,2013-05-18,2013-05-25,2013-05-30,30,1,30
SO58208,4,1431,2013-05-18,2013-05-25,2013-05-30,35,1,35
SO58209,229,14901,2013-05-18,2013-05-25,2013-05-30,33,1,33
SO58209,8,14901,2013-05-18,2013-05-25,2013-05-30,9,1,9
SO58210,229,14165,2013-05-18,2013-05-25,2013-05-30,33,1,33
SO58210,169,14165,2013-05-18,2013-05-25,2013-05-30,2,1,2
SO58211,225,12824,2013-05-18,2013-05-25,2013-05-30,30,1,30
SO58211,154,12824,2013-05-18,2013-05-25,2013-05-30,24,1,24
SO58211,166,12824,2013-05-18,2013-05-25,2013-05-30,5,1,5
SO58212,225,11753,2013-05-18,2013-05-25,2013-05-30,30,1,30
SO58212,169,11753,2013-05-18,2013-05-25,2013-05-30,2,1,2
SO58213,225,11166,2013-05-18,2013-05-25,2013-05-30,30,1,30
SO58213,169,11166,2013-05-18,2013-05-25,2013-05-30,2,1,2
SO58213,175,11166,2013-05-18,2013-05-25,2013-05-30,159,1,159
